ZS,AS_,VILLAGE,LON,LAT,POPULATION,DEF_TYPE,PROVINCE,OFFICIEL
MOSANGO,KINZANDA,Ferme Mipukusu,18.18153,-5.347119808,,FERME,KWILU,oui
MOSANGO,KINZANDA,Ferme Misa,18.13653,-5.28591013,,FERME,KWILU,oui
MOSANGO,KINZANDA,Ferme Mitelu,18.0893,-5.386660099,,FERME,KWILU,oui
MOSANGO,KINZANDA,Ferme Mundonda,18.10122,-5.332369804,,FERME,KWILU,oui
MOSANGO,KINZANDA,Ferme Nakanetisa,18.18322,-5.3354702,,FERME,KWILU,oui
MOSANGO,KINZANDA,Ferme Nkenzu,18.18257,-5.269330025,,FERME,KWILU,oui
MOSANGO,KINZANDA,Ferme Putu,18.18657,-5.18817997,,FERME,KWILU,oui
MOSANGO,KINZANDA,Ferme Sumba Weyi,18.18218,-5.191329956,,FERME,KWILU,oui
MOSANGO,KINZANDA,Ferme Tumba/Ferme Mangundu Ma Mbambi,18.18158,-5.358150005,,FERME,KWILU,oui
MOSANGO,KINZANDA,Ferme Yindula,18.16618,-5.265120029,,FERME,KWILU,oui
MOSANGO,KINZANDA,Ferme Zikateti,18.11279,-5.318190098,,FERME,KWILU,oui
MOSANGO,KINZANDA,Kambu,18.18875,-5.196219921,,VILLAGE,KWILU,oui
MOSANGO,KINZANDA,Kingongo Fioti,18.18035,-5.36206007,,VILLAGE,KWILU,oui
MOSANGO,KINZANDA,Mabansa,18.18014,-5.336209774,,VILLAGE,KWILU,oui
MOSANGO,KINZANDA,Pont Riviere Kafi,18.19298,-5.297309875,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZANDA,Pont Riviere Kafi,18.20153,-5.209189892,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZANDA,Pont Riviere Kishi Kisala,18.18923,-5.189229965,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZANDA,Pont Riviere Mosango,18.13823682,-5.187387635,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZANDA,Puta Mbumba,18.10372633,-5.369099436,,VILLAGE,KWILU,oui
MOSANGO,KINZANDA,Riviere Kabanzi,18.09735,-5.368040085,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZANDA,Riviere Kaluhemba,18.19184,-5.222670078,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZANDA,Riviere Kamaketi,18.10316,-5.3759799,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZANDA,Riviere Kamingu,18.18537,-5.338260174,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZANDA,Riviere Kamisindu,18.0964,-5.363049984,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZANDA,Riviere Kamiwawu,18.18189,-5.263140202,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZANDA,Riviere Kangadu,18.12119,-5.322720051,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZANDA,Riviere Kasogu,18.13731197,-5.185743764,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZANDA,Riviere Kitombe,18.09063,-5.349850178,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZANDA,Riviere Mazinga,18.09526,-5.358870029,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZANDA,Riviere Mputa Mbumba,18.14206,-5.288370132,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZANDA,Riviere Mputa Mbumba,18.17939,-5.266019821,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZANDA,Riviere Puta Bumba,18.12408,-5.31193018,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZANDA,Riviere Puta Mbumba,18.09227,-5.392370224,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZANDA,Riviere Puta Mbumba,18.11061,-5.324309826,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Bwala Yulu,18.0769,-5.29061985,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Kabamba,17.9805,-5.225949764,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Kangisi I,18.04398,-5.339839935,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Kangisi II,18.04573,-5.334959984,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Kasai,18.08509,-5.319059849,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Katembo,18.04817,-5.328680038,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Kibala,18.04557,-5.237959862,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Kibunda,17.95529,-5.252679825,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Kibunda,18.05078,-5.343080044,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Kibwatuba,17.96556,-5.223810196,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Kifundika,17.97451389,-5.227291667,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Kifundika,18.03025,-5.236249924,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Kinzambi,18.04827,-5.266089916,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Kinzambi (Kitsay),18.04136,-5.344279766,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Kisala Kizaba/Ferme Ndonga,18.0757,-5.320280075,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Kivudi,17.9467,-5.276800156,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Konda,18.03943,-5.351500034,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Lutala,18.0758,-5.298210144,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Luzolo,18.04699,-5.237959862,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Luzolo,18.04136,-5.292049885,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Manunga,18.05049,-5.274400234,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Mbanza,18.09195,-5.311800003,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Mbulu,18.0156,-5.231649876,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Misanga (Mukasa),17.94692,-5.318729877,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Mulombo,18.08237,-5.295509815,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Niati,18.05945,-5.329710007,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Palestine,17.97078,-5.226180077,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Pana,18.02688,-5.235129833,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Tshade,18.0546,-5.33577013,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Ferme Yufula,17.96539,-5.257619858,,FERME,KWILU,oui
MOSANGO,KINZENZENGO,Mumanga,17.95028,-5.332069874,,VILLAGE,KWILU,oui
MOSANGO,KINZENZENGO,Pont Riviere Bulumuni,18.05103,-5.228139877,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZENZENGO,Pont Riviere Kingulubi,18.03997,-5.251930237,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZANDA,Pont Riviere Putambumba,18.09632,-5.345369816,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZENZENGO,Pont Riviere Yeye,18.04321,-5.404220104,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZENZENGO,Riviere Kitombe,18.05206,-5.280990124,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZENZENGO,Riviere Masila,17.94938,-5.328120232,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZENZENGO,Riviere Mbangu,18.04704,-5.241390228,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KINZENZENGO,Riviere Yeye,17.9737,-5.299980164,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KIPEMBE,Campement,18.04301,-5.216819763,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KIPEMBE,Ferme Gwado,18.01029,-5.202579975,,FERME,KWILU,oui
MOSANGO,KIPEMBE,Ferme Kilembula/Ferme Beto Mosi,17.97563,-5.187200069,,FERME,KWILU,oui
MOSANGO,KIPEMBE,Ferme Kingombe,17.96889,-5.218259811,,FERME,KWILU,oui
MOSANGO,KIPEMBE,Ferme Konda,18.00243,-5.156829834,,FERME,KWILU,oui
MOSANGO,KIPEMBE,Ferme Konda/Ferme Kinsiona,18.03055555,-5.161736112,,FERME,KWILU,oui
MOSANGO,KIPEMBE,Ferme Munzambakani,17.9738,-5.192900181,,FERME,KWILU,oui
MOSANGO,KIPEMBE,Ferme Musekedi,17.9931,-5.156529903,,FERME,KWILU,oui
MOSANGO,KIPEMBE,Ferme Ngolo Ya Kileke,18.0145,-5.207839966,,FERME,KWILU,oui
MOSANGO,KIPEMBE,Ferme Yindula/Ferme Kikwit,17.97511,-5.190370083,,FERME,KWILU,oui
MOSANGO,KIPEMBE,Ferme Yolo/Ferme Kinginda,17.98069,-5.213280201,,FERME,KWILU,oui
MOSANGO,KIPEMBE,Ferme Yumbu,17.9703,-5.187009811,,FERME,KWILU,oui
MOSANGO,KIPEMBE,Kitotila,17.97639,-5.156439781,,VILLAGE,KWILU,oui
MOSANGO,KIPEMBE,Lukulu,17.98498,-5.177050114,,VILLAGE,KWILU,oui
MOSANGO,KIPEMBE,Pont Riviere Mulala Ngubu,17.99407,-5.146220207,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KIPEMBE,Pont Riviere Yeye,17.9959,-5.186979771,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KIPEMBE,Riviere Lukulu,17.99224,-5.18253994,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KIPEMBE,Riviere Mulala,17.98803,-5.157050133,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KIPEMBE,Riviere Yeye,17.99793,-5.153789997,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KIPWANGA,Ferme Kikakala,18.27233,-4.829559803,,FERME,KWILU,oui
MOSANGO,KIPWANGA,Ferme Ngemba,18.2636,-4.951159954,,FERME,KWILU,oui
MOSANGO,KIPWANGA,Mbanza Ngulu,18.2546143,-4.850370847,,VILLAGE,KWILU,oui
MOSANGO,KIPWANGA,Pont Riviere Gobari,18.26804,-4.834499836,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KIPWANGA,Risiere Kungombe,18.28294,-4.934179783,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KIPWANGA,Riviere Kungombe,18.269,-4.94712019,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KIPWANGA,Ruisseau Mbumbesi,18.2763,-4.921679974,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KIPWANGA,Ruisseau Mbumbesi,18.28707,-4.917310238,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KIPWANGA,Ruisseau Mubidi,18.26569,-4.938129902,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KITAMBO,Camp EP Kinangulu,18.03509,-4.71337986,,VILLAGE,KWILU,oui
MOSANGO,KITAMBO,Camp Kibalula,18.04262,-4.757999897,,VILLAGE,KWILU,oui
MOSANGO,KITAMBO,Ferme Adip,18.05323,-4.73499012,,FERME,KWILU,oui
MOSANGO,KITAMBO,Ferme Kikidi,17.99567,-4.750929832,,FERME,KWILU,oui
MOSANGO,KITAMBO,Ferme Kingalufwa,18.01732,-4.745769978,,FERME,KWILU,oui
MOSANGO,KITAMBO,Pasasi Ii/Mabanza Mpa,18.03046,-4.711420059,,VILLAGE,KWILU,oui
MOSANGO,KITAMBO,Pont Riviere Kafi,17.97879,-4.748119831,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KUMBI MBWANA,Camp Enseignants,18.20776,-4.75756979,,VILLAGE,KWILU,oui
MOSANGO,KUMBI MBWANA,Ferme Kitambo,18.21089,-4.817009926,,FERME,KWILU,oui
MOSANGO,KUMBI MBWANA,Ferme Lumeka,18.25214,-4.752739906,,FERME,KWILU,oui
MOSANGO,KUMBI MBWANA,Ferme Luzolo,18.26421,-4.741680145,,FERME,KWILU,oui
MOSANGO,KUMBI MBWANA,Ferme Mukoto,18.26201,-4.768489838,,FERME,KWILU,oui
MOSANGO,KUMBI MBWANA,Ferme Muwanda,18.2366,-4.797959805,,FERME,KWILU,oui
MOSANGO,KUMBI MBWANA,Ferme Wala Wala,18.25728,-4.806330204,,FERME,KWILU,oui
MOSANGO,KUMBI MBWANA,Riviere Gobari,18.24306,-4.786839962,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KUMBI MBWANA,Riviere Gobari,18.24678,-4.809100151,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KUMBI MBWANA,Riviere Kikuluba,18.24514,-4.747940063,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KUMBI MBWANA,Riviere Kikuluba,18.26586,-4.750520229,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KUMBI MBWANA,Riviere Mabwati,18.21238,-4.799349785,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KUMBI MBWANA,Riviere Mabwati,18.20655,-4.797359943,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KUMBI MBWANA,Riviere Mbelenge,18.22502,-4.795249939,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KUMBI MBWANA,Riviere Misimbidi,18.27415,-4.78042984,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KUMBI MBWANA,Riviere Misimbidi,18.28528,-4.776509762,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,KUMBI MBWANA,Riviere Mulondo,18.2119,-4.757810116,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MANGUNGU,Camp Ep Matanga Mushima,18.15001,-5.042029858,,VILLAGE,KWILU,oui
MOSANGO,MANGUNGU,Camp Institut Ngemba,18.05089,-5.146140099,,VILLAGE,KWILU,oui
MOSANGO,MANGUNGU,Camp Kimbanguiste Kinvundji,18.16464,-5.132319927,,VILLAGE,KWILU,oui
MOSANGO,MANGUNGU,Ferme Betani,18.13775,-5.046229839,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Butatu Busantu,18.14994,-5.06622982,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Bwala Yulu,18.09131,-5.09044981,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Canane,18.14945,-5.141200066,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Dambos,18.04773,-5.101890087,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Espoir,18.12335,-5.091119766,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Gundji,18.16547,-5.110229969,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Hay,18.09244,-5.131639957,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Kabuba,18.11809,-5.034729958,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Kamangu,18.13649,-5.058489799,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Kanzuzi,18.11811,-5.208069801,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Kapalanga,18.15337,-5.179130077,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Kimenika,18.05475,-5.13270998,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Kisala,18.0702,-5.129010201,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Kuyanduka,18.10775,-5.10804987,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Lumbamba,18.16565,-5.165860176,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Luzolo,18.07772,-5.197509766,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Luzolo,18.17451,-5.150670052,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Mabomgo,18.11306,-5.058869839,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Makumuka Pierre,18.09014,-5.115660191,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Mandefu,18.05928,-5.126920223,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Maseka,18.06137,-5.103919983,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Mayidula,18.09433,-5.116159916,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Mbati,18.102,-5.030399799,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Mibamba,18.12921,-5.088709831,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Michel,18.10564,-5.015349865,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Mikula,18.1069,-5.010849953,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Mosango I/Ferme Mosango Ii,18.09037,-5.108280182,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Projet,18.06948,-5.184160233,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Sanzimbu,18.09295,-5.158130169,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Tala Meso,18.12295,-5.192709923,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Yindula,18.08142,-5.095530033,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Yumbu Musa,18.06676,-5.132760048,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Ferme Zaba/Ferme Salawey,18.14447,-5.181190014,,FERME,KWILU,oui
MOSANGO,MANGUNGU,Kinvundji Kinzasu/Ferme Yumbu Mutiaka,18.16168,-5.108469963,,VILLAGE,KWILU,oui
MOSANGO,MANGUNGU,Lukumu,18.08322,-5.148200035,,VILLAGE,KWILU,oui
MOSANGO,MANGUNGU,Pont Riviere Misongu,18.13359193,-5.186496939,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MANGUNGU,Pont Riviere Vushi,18.06967,-5.185810089,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MANGUNGU,Riviere Kafi,18.15114,-5.041969776,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MANGUNGU,Riviere Kimbangu,18.10702,-5.116189957,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MANGUNGU,Riviere Luteki,18.08913,-5.144609928,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MANGUNGU,Riviere Makungu,18.16522,-5.115099907,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MANGUNGU,Riviere Mangungu,18.09471,-5.124380112,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MANGUNGU,Riviere Misongu,18.11485,-5.219649792,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MANGUNGU,Riviere Ngadi,18.12425,-5.086500168,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MANGUNGU,Riviere Sombosi,18.16888,-5.140359879,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MANGUNGU,Riviere Vushi,18.05248,-5.150949955,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MANGUNGU,Riviere Wamba,18.14891,-5.054920197,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MOSANGO,Camp Medecin,18.11855,-4.829659939,,VILLAGE,KWILU,oui
MOSANGO,MOSANGO,Ferme Atandele,18.06011,-4.81016016,,FERME,KWILU,oui
MOSANGO,MOSANGO,Ferme Buseki,18.05121,-4.802189827,,FERME,KWILU,oui
MOSANGO,MOSANGO,Ferme Kibeti,18.07429,-4.822219849,,FERME,KWILU,oui
MOSANGO,MOSANGO,Ferme Kikoshi/Ferme Tubu,17.99957,-4.791230202,,FERME,KWILU,oui
MOSANGO,MOSANGO,Ferme Kimbuku,18.00638,-4.821119785,,FERME,KWILU,oui
MOSANGO,MOSANGO,Ferme Masia,18.06006944,-4.823676844,,FERME,KWILU,oui
MOSANGO,MOSANGO,Luzasa II,18.15642,-4.8677001,,VILLAGE,KWILU,oui
MOSANGO,MOSANGO,Mikwati/Ferme Mikwati,18.06745,-4.823699951,,VILLAGE,KWILU,oui
MOSANGO,MOSANGO,Mosango Ngamikanda,18.10247,-4.870920181,,VILLAGE,KWILU,oui
MOSANGO,MOSANGO,Pont Riviere Mukula,18.01259,-4.809889793,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MOSANGO,Riviere Mabodioko,18.05766,-4.811220169,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MOSANGO,Riviere Punu,17.99942,-4.797659874,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MUDIAMBU,Camp EP III Kumbi,18.15224,-4.698800087,,VILLAGE,KWILU,oui
MOSANGO,MUDIAMBU,BEASTH / KONGO,18.16004,-4.70566988,,VILLAGE,KWILU,oui
MOSANGO,MUDIAMBU,Ferme Mikani,18.17527,-4.661230087,,FERME,KWILU,oui
MOSANGO,MUDIAMBU,Ferme Musima,18.17171,-4.666779995,,FERME,KWILU,oui
MOSANGO,MUDIAMBU,Kingoma,18.11022,-4.667200089,,VILLAGE,KWILU,oui
MOSANGO,MUDIAMBU,Pont Ruisseau Mbadi,18.17172,-4.631969929,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MUDIAMBU,Riviere Gobari,18.18182,-4.629069805,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MUDIAMBU,Ruisseau Say,18.17517,-4.659599781,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MUDIAMBU,Ruisseau Sembula,18.18791918,-4.677328046,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MULUMA,Camp Vallee,18.11611,-4.72728014,,VILLAGE,KWILU,oui
MOSANGO,MULUMA,Ferme Gbadolite,18.06186,-4.742949963,,FERME,KWILU,oui
MOSANGO,MULUMA,Muluma Parking,18.08913,-4.759439945,,VILLAGE,KWILU,oui
MOSANGO,MULUMA,Riviere Bunda,18.16527,-4.714869976,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MULUMA,Riviere Mbunzingombe,18.16235,-4.716080189,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MUWANDA KOSO,Ferme Kibolo,18.1538,-4.741809845,,FERME,KWILU,oui
MOSANGO,MUWANDA KOSO,Ngongo Antenne Vodacom,18.13994,-4.782810211,,VILLAGE,KWILU,oui
MOSANGO,MUWANDA KOSO,Riviere Bunda,18.14906,-4.734409809,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MUWANDA KOSO,Riviere Kakaku,18.1973,-4.803780079,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MUWANDA KOSO,Riviere Mbelenge,18.19265,-4.820650101,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MUWANDA KOSO,Riviere Mosango,18.19564,-4.816899776,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MUWANDA KOSO,Riviere Mukelemu,18.19715,-4.804969788,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,MUWANDA KOSO,Riviere Mulondo,18.16624,-4.789740086,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,TUMIKIA,Riviere Mikia,18.07163,-4.644690037,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,TUMIKIA,Riviere Yomina,18.05029,-4.683690071,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Ferme Kanza,18.1757,-4.695119858,,FERME,KWILU,oui
MOSANGO,YENZI,Ferme Manzomanzo,18.16579,-4.703649998,,FERME,KWILU,oui
MOSANGO,YENZI,Ferme Mbanza,18.21955,-4.712200165,,FERME,KWILU,oui
MOSANGO,YENZI,Ferme Toyota,18.16669,-4.700479984,,FERME,KWILU,oui
MOSANGO,YENZI,Pont Riviere Bidundu,18.20834,-4.716629982,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Pont Riviere Bunda,18.17573,-4.707230091,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Pont Riviere Gobari,18.20839,-4.708809853,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Pont Riviere Kitwembe,18.17846,-4.706029892,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Pont Riviere Mbwanambwesth,18.18264,-4.703430176,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Riviere Bengi,18.17754,-4.733019829,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Riviere Bidundu,18.18731,-4.734260082,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Riviere Bunda,18.18916,-4.698919773,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Riviere Bunda,18.19151,-4.696650028,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Riviere Bunda,18.19614,-4.69494009,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Riviere Djwa,18.20124,-4.702179909,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Riviere Kinzambi,18.20857,-4.741330147,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Riviere Kom,18.16561,-4.714650154,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Riviere Lumumba,18.18723,-4.734250069,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Riviere Lumumba,18.20809,-4.739170074,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Riviere Manka Manka,18.16733,-4.70277977,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Riviere Marathia,18.20614,-4.710319996,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Riviere Mbunzingombe,18.16247,-4.71600008,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Riviere Misanda,18.19351,-4.690149784,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Riviere Musangu,18.21859,-4.711229801,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Riviere Mwanambwesth,18.20252,-4.703549862,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Riviere Ngamporo,18.19628,-4.698890209,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Riviere Sembula,18.1880638,-4.677698526,,REPERE GEOGRAPHIQUE,KWILU,oui
MOSANGO,YENZI,Tanganika,18.18878,-4.69329977,,VILLAGE,KWILU,oui
MOSANGO,YENZI,Institut Bashi,18.18451389,-4.72951389,,VILLAGE,KWILU,oui
MOSANGO,KINZAMBA II,Camp Kimbanguiste,17.99589874,-5.039686673,,VILLAGE,KWILU,oui
MOSANGO,KINZAMBA II,Yeye,17.9625,-5.111805557,,VILLAGE,KWILU,oui
MOSANGO,KINZAMBA II,Tongo-Tongo,17.93326389,-5.175416667,,VILLAGE,KWILU,oui
MOSANGO,KASAY,CAMP BULUNGU,18.33395833,-4.884444445,339,VILLAGE,KWILU,oui
